row_label,0:<blank>,1:<blank>,2:<blank>,3:<blank>,4:<blank>,5:<blank>,6:<blank>,7:<blank>,8:<blank>,9:<blank>,10:This,11:sentence,12::,"13:""",14:dru,15:ce,16:will,17:face,18:murder,19:charges,"20:,",21:conte,22:said,23:.,"24:""",25:means,26:in,27:one,28:word,"29::"""
L21-in,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.87788415,0.00073996,0.00376414,0.00122900,0.00060736,0.00731149,0.00489260,0.00240630,0.00184617,0.02772995,0.02823977,0.00158479,0.03821671,0.00150222,0.00106100,0.00048597,0.00023481,0.00026359,0.00000000,0.00000000,0.00000000
L21-one,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.95726568,0.00096225,0.00558529,0.00170656,0.00070568,0.00144671,0.00094979,0.00150271,0.00058324,0.00683087,0.01023778,0.00198321,0.00294982,0.00141074,0.00252320,0.00065387,0.00043880,0.00024785,0.00201595,0.00000000,0.00000000
L21-word,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.77990007,0.00215673,0.00514359,0.00389543,0.00197392,0.06491109,0.00859437,0.01391553,0.00525270,0.02049931,0.04434920,0.00288660,0.03337526,0.00269823,0.00098365,0.00153767,0.00170248,0.00077535,0.00058703,0.00486179,0.00000000
"L21-:""",0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.47059044,0.00136424,0.00045881,0.00192843,0.00210520,0.16802181,0.01085182,0.03141821,0.01880395,0.09367474,0.10274198,0.00541406,0.07836009,0.00484747,0.00167822,0.00137712,0.00131049,0.00085844,0.00057093,0.00202218,0.00160137
L21-mean,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.73390312,0.00152500,0.00493094,0.00277819,0.00161106,0.06615370,0.00736343,0.01486035,0.00985616,0.04009185,0.05091227,0.00337264,0.05237224,0.00288258,0.00167673,0.00140955,0.00153930,0.00042905,0.00063478,0.00137679,0.00032027
L24-means,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.76789010,0.00792440,0.02141674,0.03172356,0.01816394,0.03748188,0.01187650,0.01083763,0.00265436,0.01074764,0.00607033,0.01629092,0.00557383,0.00591135,0.01303069,0.01885858,0.01354753,0.00000000,0.00000000,0.00000000,0.00000000
L24-in,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.92199862,0.00224090,0.01404953,0.01059195,0.00571185,0.00219368,0.00035911,0.00060764,0.00070854,0.00180452,0.00059275,0.00192238,0.00121974,0.00262222,0.00244746,0.01146197,0.00510667,0.01436056,0.00000000,0.00000000,0.00000000
L24-one,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.96210027,0.00037055,0.00486692,0.00877646,0.00297288,0.00104889,0.00024599,0.00043507,0.00040568,0.00018887,0.00024744,0.00177765,0.00005575,0.00087416,0.00205069,0.00714735,0.00257599,0.00075615,0.00310314,0.00000000,0.00000000
L24-word,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.86665714,0.01017138,0.00920644,0.01321402,0.00709497,0.01684756,0.00434041,0.00541625,0.00176179,0.00505403,0.00774699,0.01086768,0.00121645,0.00473691,0.00814532,0.00526243,0.00715649,0.00198084,0.00173856,0.01138432,0.00000000
"L24-:""",0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.60420692,0.01380998,0.00292170,0.00659681,0.00790187,0.09735873,0.07009932,0.02928153,0.00530664,0.04050964,0.02699399,0.01574674,0.04066194,0.00542618,0.01283417,0.00235603,0.00129308,0.00480526,0.00144822,0.00062150,0.00981975
L24-mean,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.82457061,0.00690344,0.01049227,0.01418056,0.00836910,0.03098615,0.01738427,0.00931562,0.00216740,0.01166094,0.00833030,0.00932107,0.00974554,0.00391416,0.00770167,0.00901727,0.00593595,0.00438056,0.00125798,0.00240116,0.00196395
L29-means,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.30683124,0.00081889,0.01543978,0.01186239,0.00768780,0.05079514,0.12624381,0.00437102,0.01792363,0.21072112,0.02138248,0.00503944,0.19070104,0.01422617,0.00682484,0.00510071,0.00403049,0.00000000,0.00000000,0.00000000,0.00000000
L29-in,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.90660238,0.00078839,0.01579063,0.00667975,0.00579343,0.00428820,0.00499638,0.00018205,0.00152479,0.01766118,0.00373875,0.00232071,0.00654269,0.00587505,0.00677481,0.00292656,0.00222285,0.00529122,0.00000000,0.00000000,0.00000000
L29-one,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.94349456,0.00079154,0.01546146,0.00757137,0.00181010,0.00158427,0.00162912,0.00025629,0.00043315,0.00379768,0.00603233,0.00192132,0.00046477,0.00244573,0.00381966,0.00064436,0.00060755,0.00014540,0.00708940,0.00000000,0.00000000
L29-word,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.38859695,0.00166544,0.01073988,0.01614765,0.01117167,0.05657048,0.13205746,0.00506468,0.03709935,0.11521933,0.02076273,0.00905759,0.12867923,0.01768024,0.00797987,0.00407147,0.00487483,0.00184166,0.00817018,0.02254934,0.00000000
"L29-:""",0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.16997559,0.00037987,0.00305066,0.00698204,0.00818581,0.07033505,0.24079962,0.01027763,0.03295443,0.04139476,0.01399840,0.00682556,0.34872621,0.01664664,0.00737348,0.00349293,0.00190297,0.00077183,0.00263728,0.00845775,0.00483153
L29-mean,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.54310015,0.00088883,0.01209648,0.00984864,0.00692976,0.03671463,0.10114528,0.00403033,0.01798707,0.07775881,0.01318294,0.00503292,0.13502279,0.01137477,0.00655453,0.00324721,0.00272774,0.00161002,0.00357937,0.00620142,0.00096631
