row_label,0:<blank>,1:<blank>,2:<blank>,3:<blank>,4:<blank>,5:<blank>,6:<blank>,7:<blank>,8:This,9:sentence,10::,"11:""",12:the,13:notificati…,14:was,15:first,16:reported,17:fr,18:iday,19:by,20:ms,21:nb,22:c,23:.,"24:""",25:means,26:in,27:one,28:word,"29::"""
L21-in,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.92048609,0.00051482,0.00185147,0.00079023,0.00041647,0.00164964,0.02035481,0.00046514,0.00076205,0.01075615,0.00093466,0.00573018,0.00130800,0.01816997,0.00632360,0.00650590,0.00193434,0.00054058,0.00026746,0.00023850,0.00000000,0.00000000,0.00000000
L21-one,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.93320674,0.00076062,0.00482929,0.00128228,0.00052825,0.00121545,0.00296209,0.00072640,0.00075956,0.01469862,0.00209750,0.00601813,0.00253971,0.00885044,0.00159030,0.01045365,0.00380174,0.00083450,0.00059892,0.00023395,0.00201198,0.00000000,0.00000000
L21-word,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.86580294,0.00224749,0.00610621,0.00352772,0.00191606,0.00976395,0.01561495,0.00204129,0.00379088,0.03523210,0.01663687,0.00710700,0.00232775,0.01002763,0.00078873,0.00198339,0.00224234,0.00211929,0.00212597,0.00075298,0.00072638,0.00711807,0.00000000
"L21-:""",0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.70363986,0.00131969,0.00047602,0.00129611,0.00191739,0.02031696,0.01413781,0.00509990,0.01679903,0.13493946,0.01182761,0.01967550,0.00902587,0.04056698,0.00383450,0.00636506,0.00202767,0.00183198,0.00074826,0.00080379,0.00108963,0.00132386,0.00093707
L21-mean,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.83008027,0.00135536,0.00489129,0.00237060,0.00147497,0.00873378,0.01643262,0.00246206,0.00645324,0.05368596,0.00900827,0.01571646,0.00403727,0.02466897,0.00316860,0.00625323,0.00279655,0.00194835,0.00141497,0.00040584,0.00076560,0.00168839,0.00018741
L24-means,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.64301085,0.00772354,0.02487501,0.03413400,0.02009839,0.02344186,0.03392645,0.02541560,0.02494893,0.00958368,0.02072383,0.06142940,0.01232265,0.01403298,0.00208540,0.00421582,0.00692406,0.02191918,0.00918836,0.00000000,0.00000000,0.00000000,0.00000000
L24-in,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.83576798,0.00292524,0.01244059,0.01186016,0.00692492,0.00216779,0.00339741,0.00351018,0.00562315,0.00490773,0.00484358,0.01072509,0.00757074,0.05135394,0.00295541,0.00208778,0.00508589,0.00846220,0.00407874,0.01331149,0.00000000,0.00000000,0.00000000
L24-one,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.94093037,0.00037042,0.00486157,0.00763035,0.00260089,0.00085159,0.00110239,0.00094157,0.00054908,0.00199947,0.00237892,0.01300553,0.00403233,0.00110209,0.00090276,0.00130260,0.00295719,0.00634601,0.00221730,0.00081899,0.00309862,0.00000000,0.00000000
L24-word,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.86323845,0.00927197,0.01123055,0.01212423,0.00700288,0.01161789,0.01602869,0.00642961,0.00398110,0.00491757,0.00611255,0.00880274,0.00629380,0.00296636,0.00052722,0.00145941,0.00556780,0.00399811,0.00566810,0.00183962,0.00153097,0.00939030,0.00000000
"L24-:""",0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.57277942,0.02109029,0.00271501,0.00909831,0.01383848,0.14702050,0.01961727,0.03102341,0.02441133,0.01619400,0.01521288,0.02735622,0.01902656,0.02845410,0.00694259,0.01123204,0.01032212,0.00300120,0.00096541,0.00817563,0.00174272,0.00048133,0.00929915
L24-mean,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.77114542,0.00827629,0.01122455,0.01496941,0.01009311,0.03701993,0.01481444,0.01346407,0.01190272,0.00752049,0.00985435,0.02426380,0.00984921,0.01958190,0.00268268,0.00405953,0.00617141,0.00874534,0.00442358,0.00482915,0.00127446,0.00197433,0.00185983
L29-means,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.39089713,0.00137784,0.01691811,0.01209694,0.00977985,0.00564465,0.07143870,0.00488547,0.14933284,0.02544750,0.03829475,0.19216526,0.00698471,0.02290899,0.01844828,0.00644876,0.00936143,0.01202526,0.00554361,0.00000000,0.00000000,0.00000000,0.00000000
L29-in,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.87981313,0.00090988,0.01010687,0.00535447,0.00541055,0.00084352,0.00223506,0.00030817,0.00843661,0.00394484,0.00452253,0.02713197,0.00254670,0.01209004,0.01848560,0.00315372,0.00327310,0.00296834,0.00188568,0.00657932,0.00000000,0.00000000,0.00000000
L29-one,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.95293438,0.00072347,0.01189541,0.00557050,0.00142648,0.00036410,0.00306254,0.00037194,0.00234657,0.00096347,0.00052368,0.00661483,0.00034749,0.00109398,0.00231902,0.00049502,0.00133427,0.00071058,0.00066543,0.00019002,0.00604680,0.00000000,0.00000000
L29-word,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.49037167,0.00325304,0.01245740,0.01603539,0.01304908,0.01447991,0.07890105,0.00720596,0.08856061,0.03419249,0.02740859,0.08468731,0.01089198,0.02439487,0.01669988,0.00463235,0.01237727,0.00846925,0.00703520,0.00456271,0.01301874,0.02731525,0.00000000
"L29-:""",0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.30590668,0.00140142,0.00558869,0.01124968,0.02083634,0.02904773,0.16439041,0.02053878,0.10608922,0.05037295,0.03179141,0.06373470,0.01804396,0.05526179,0.03395923,0.01508343,0.01658867,0.01388209,0.00250584,0.00378986,0.00647004,0.00591299,0.01755402
L29-mean,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.60398460,0.00153313,0.01139329,0.01006139,0.01010046,0.01007598,0.06400555,0.00666206,0.07095317,0.02298425,0.02050819,0.07486681,0.00776297,0.02314993,0.01798240,0.00596266,0.00858695,0.00761110,0.00352715,0.00302438,0.00510712,0.00664565,0.00351080
